날짜,PM10,PM2.5,오존,이산화질소,일산화탄소,아황산가스,평균기온,강수량,풍속,풍향,상대습도
2018-11-01,27,21,0.017,0.038,0.2,0.007,11.5,,2.7,340,51.3
2018-11-02,30,22,0.015,0.049,0.3,0.005,13.3,,1.2,110,53.4
2018-11-03,27,21,0.018,0.049,0.3,0.006,13.9,,1.2,90,51.6
2018-11-04,33,28,0.024,0.046,0.2,0.007,15.3,,2.4,340,47.6
2018-11-05,35,29,0.02,0.053,0.3,0.008,15.1,,1.9,90,64.6
2018-11-06,29,22,0.02,0.039,0.3,0.003,16.4,,2.2,50,68.6
2018-11-07,29,19,0.02,0.039,0.4,0.004,16.9,,2.4,50,69.5
2018-11-08,21,17,0.023,0.03,0.4,0.007,16.8,101.2,4.7,50,91.3
2018-11-09,22,15,0.028,0.021,0.4,0.004,14.3,,4.5,270,63.6
2018-11-10,44,29,0.023,0.04,0.5,0.01,14.2,,2.8,200,56.4
2018-11-11,43,32,0.025,0.037,0.5,0.008,14.4,1,1.2,200,66.4
2018-11-12,40,30,0.019,0.036,0.5,0.004,12.6,2.8,2.1,50,77.3
2018-11-13,17,10,0.02,0.031,0.4,0.004,12.8,0,3.1,50,71.6
2018-11-14,14,9,0.016,0.034,0.4,0.005,12.7,,2.5,50,68
2018-11-15,18,14,0.013,0.041,0.4,0.007,13.3,,1.6,50,65.6
2018-11-16,27,20,0.012,0.042,0.5,0.004,12.7,0,1.6,340,71
2018-11-17,49,45,0.026,0.036,0.5,0.005,12.4,,1.9,340,57.1
2018-11-18,23,21,0.026,0.022,0.4,0.003,10.3,,3.5,340,39.5
2018-11-19,38,28,0.02,0.034,0.5,0.005,11.1,,2.5,340,40.1
2018-11-20,39,26,0.022,0.038,0.4,0.007,10.2,,3,290,42.3
2018-11-21,59,38,0.004,0.06,0.6,0.008,10.9,,1.6,340,39.9
2018-11-22,31,16,0.025,0.026,0.3,0.003,7.5,,3.1,360,35
2018-11-23,23,14,0.021,0.031,0.4,0.003,6.1,,2.1,360,33.8
2018-11-24,38,30,0.005,0.05,0.5,0.005,7.7,2.3,1.4,270,67.3
2018-11-25,41,38,0.021,0.031,0.5,0.003,9.7,,1.8,340,67.6
2018-11-26,44,35,0.012,0.049,0.5,0.007,11.1,,1.8,340,61.1
2018-11-27,56,44,0.012,0.058,0.6,0.007,14,,2.3,270,53.1
2018-11-28,106,42,0.012,0.049,0.5,0.006,11.6,,1.7,50,52.1
2018-11-29,84,31,0.007,0.049,0.5,0.008,10.4,,0.9,180,41.1
2018-11-30,127,51,0.012,0.051,0.6,0.008,11.4,,1.8,250,46.8
2018-12-01,68,30,0.019,0.035,0.4,0.004,10.4,,2.1,50,49.9
2018-12-02,39,18,0.024,0.028,0.4,0.006,14.1,0,2.1,50,69
2018-12-03,31,24,0.008,0.041,0.5,0.008,16.8,17.2,2.7,50,94.3
2018-12-04,31,23,0.014,0.036,0.5,0.005,14.6,27.9,2,20,78.1
2018-12-05,41,17,0.019,0.029,0.4,0.003,9.7,,2.6,340,49.1
2018-12-06,25,16,0.017,0.025,0.3,0.003,7.3,3.1,3.1,340,72.3
2018-12-07,19,12,0.028,0.015,0.3,0.002,0.5,,2.8,360,39.5
2018-12-08,18,10,0.026,0.013,0.3,0.002,-1.9,,2.3,360,39.5
2018-12-09,12,8,0.027,0.013,0.3,0.002,-0.5,,3.3,290,29.3
2018-12-10,21,14,0.012,0.037,0.4,0.003,4,,2,20,36.5
2018-12-11,21,15,0.009,0.035,0.4,0.003,5.8,2.8,3.5,50,83.3
2018-12-12,31,24,0.025,0.022,0.4,0.003,2.9,,3.6,340,46.5
2018-12-13,27,20,0.028,0.02,0.4,0.003,3.2,,3.6,270,44.9
2018-12-14,23,16,0.023,0.024,0.3,0.003,1.2,,4.3,340,35.5
2018-12-15,23,16,0.014,0.036,0.4,0.004,4,,1.8,340,36.6
2018-12-16,27,21,0.008,0.039,0.5,0.004,4.7,4.4,2.4,270,66.9
2018-12-17,49,37,0.024,0.03,0.4,0.004,5.9,,3.7,290,51.8
2018-12-18,37,22,0.013,0.04,0.4,0.004,5.6,,2.2,290,50.4
2018-12-19,68,47,0.029,0.038,0.6,0.009,9.6,,4.7,270,55.4
2018-12-20,108,81,0.004,0.07,0.8,0.008,10.3,,1.8,50,59.8
2018-12-21,66,44,0.007,0.059,0.6,0.006,11.9,,1.6,50,71
2018-12-22,45,36,0.018,0.042,0.5,0.006,12.5,0,1.6,50,62.1
2018-12-23,34,26,0.035,0.019,0.4,0.004,8.8,3.6,2.3,360,52.6
2018-12-24,18,10,0.027,0.022,0.3,0.003,3.9,,4,340,25.6
2018-12-25,17,12,0.02,0.026,0.3,0.004,5,,3.2,340,27.8
2018-12-26,39,28,0.022,0.031,0.4,0.004,6.9,0,2.8,360,39.3
2018-12-27,16,7,0.031,0.015,0.3,0.002,0.5,,3.2,340,17
2018-12-28,21,10,0.026,0.016,0.3,0.002,-3.5,,4.1,360,27.4
2018-12-29,24,7,0.03,0.013,0.3,0.002,-2.2,,4.6,360,26.3
2018-12-30,14,9,0.028,0.015,0.3,0.003,-0.7,,3.5,340,30.4
2018-12-31,19,12,0.018,0.032,0.4,0.003,3.9,0,2.4,340,36.5
2019-01-01,24,19,0.029,0.013,0.3,0.003,1,,4.2,290,41.9
2019-01-02,19,13,0.027,0.02,0.3,0.003,1.2,,3.2,360,34.6
2019-01-03,22,14,0.02,0.03,0.3,0.004,3,,3.5,320,22
2019-01-04,29,20,0.011,0.042,0.4,0.007,5,,3.1,340,22.3
2019-01-05,56,51,0.034,0.024,0.5,0.004,5.5,,2.9,360,31.8
2019-01-06,33,28,0.028,0.023,0.4,0.003,4.4,,2.1,340,30.5
2019-01-07,35,28,0.025,0.03,0.4,0.005,4.4,,3.5,320,22.8
2019-01-08,50,43,0.028,0.025,0.5,0.005,3.2,,3,340,35.5
2019-01-09,33,20,0.019,0.028,0.4,0.004,2.3,,3,340,36.8
2019-01-10,23,15,0.03,0.019,0.3,0.004,4.8,,3.3,320,35.1
2019-01-11,42,33,0.015,0.037,0.4,0.006,6.2,,2.6,340,54.9
2019-01-12,39,33,0.014,0.031,0.4,0.003,6.2,0.7,3.2,340,78.8
2019-01-13,74,72,0.027,0.026,0.5,0.003,6.8,,2.5,340,56.1
2019-01-14,62,53,0.014,0.049,0.5,0.005,7.3,,1.5,200,43.8
2019-01-15,74,66,0.033,0.028,0.5,0.005,5.6,,3.3,270,42.3
2019-01-16,33,18,0.026,0.02,0.3,0.003,0,,3.5,340,28.9
2019-01-17,30,22,0.03,0.016,0.4,0.003,2.4,,3.3,290,43.5
2019-01-18,44,30,0.022,0.036,0.5,0.005,5.5,,3.1,290,30.4
2019-01-19,56,45,0.014,0.047,0.5,0.009,7.5,0.5,2.5,340,49.1
2019-01-20,39,36,0.038,0.014,0.4,0.004,5.5,0.2,3.1,340,46.1
2019-01-21,22,13,0.027,0.02,0.3,0.004,2.8,,3.6,270,34.6
2019-01-22,49,32,0.024,0.032,0.4,0.006,5.5,,2.7,250,43.8
2019-01-23,83,64,0.019,0.046,0.6,0.008,6.5,,3.3,250,44.3
2019-01-24,48,29,0.017,0.044,0.5,0.008,5.7,,2.6,340,30
2019-01-25,35,24,0.026,0.031,0.4,0.004,4.2,,3.1,340,25.1
2019-01-26,40,20,0.031,0.016,0.4,0.003,1,,4.2,360,25
2019-01-27,23,17,0.026,0.026,0.4,0.007,3.9,,3.7,250,29.1
2019-01-28,49,29,0.029,0.029,0.5,0.006,5.3,,4.5,270,37.4
2019-01-29,75,25,0.016,0.043,0.5,0.007,5.2,,1.7,340,46
2019-01-30,59,32,0.021,0.047,0.5,0.01,8.6,,3.3,270,35.9
2019-01-31,43,35,0.026,0.029,0.5,0.004,2.2,11.3,3.7,340,73.4
2019-02-01,29,16,0.027,0.019,0.4,0.003,0.4,,4.2,270,51.5
2019-02-02,44,31,0.028,0.028,0.5,0.007,4.2,,3.2,270,55.1
2019-02-03,35,24,0.023,0.032,0.6,0.006,11.6,21.4,4.8,270,84.9
2019-02-04,66,23,0.037,0.013,0.4,0.003,6.8,,3.3,290,28.5
2019-02-05,69,23,0.028,0.027,0.4,0.005,8,,2.1,110,40.4
2019-02-06,51,22,0.03,0.032,0.4,0.007,10.5,,3,230,45.6
2019-02-07,49,28,0.033,0.024,0.4,0.006,8.3,0,3.8,360,45
2019-02-08,26,16,0.02,0.033,0.4,0.004,3.2,,3.2,20,40
2019-02-09,30,17,0.027,0.021,0.4,0.004,2.5,,3.4,340,28.5
2019-02-10,22,17,0.021,0.024,0.4,0.004,4,0,2.4,20,48
2019-02-11,28,19,0.032,0.019,0.4,0.003,2.9,,3.2,360,29.9
2019-02-12,44,35,0.03,0.033,0.5,0.006,4,,3.6,340,33.1
2019-02-13,62,53,0.035,0.03,0.6,0.004,4.6,,3.1,340,31.8
2019-02-14,36,26,0.023,0.036,0.5,0.005,5.2,,2.7,50,54.5
2019-02-15,40,29,0.02,0.04,0.6,0.007,6.3,1.3,3,250,62.9
2019-02-16,45,37,0.044,0.016,0.5,0.003,3.2,,3.3,290,42.8
2019-02-17,36,30,0.04,0.017,0.5,0.004,3.2,,2.9,290,30.9
2019-02-18,25,16,0.018,0.039,0.5,0.007,6.5,0,2.3,340,28.3
2019-02-19,25,18,0.01,0.042,0.5,0.003,7.1,28.8,2.6,50,89.9
2019-02-20,36,33,0.042,0.02,0.5,0.003,5.6,,3.1,340,54.3
2019-02-21,63,57,0.029,0.039,0.6,0.005,6.9,,2.2,340,56.5
2019-02-22,48,37,0.022,0.048,0.5,0.005,9,,1.7,50,60.1
2019-02-23,44,31,0.035,0.032,0.5,0.004,9.2,,3.3,20,55.1
2019-02-24,39,26,0.04,0.03,0.4,0.01,9,,2.7,200,54.3
2019-02-25,58,42,0.035,0.044,0.5,0.009,10.8,,2.5,70,50.6
2019-02-26,70,51,0.035,0.047,0.6,0.006,10.9,,1.6,340,57.5
2019-02-27,42,30,0.032,0.041,0.4,0.006,10.4,0,2.2,50,62.5
2019-02-28,55,40,0.027,0.043,0.5,0.006,10.6,0,2.1,20,63.3
2019-03-01,83,61,0.042,0.038,0.6,0.006,10.6,,2,20,47.9
2019-03-02,81,61,0.048,0.034,0.5,0.006,10.7,,2.4,50,54.5
2019-03-03,32,23,0.046,0.02,0.4,0.005,11.5,,2.8,50,52.8
2019-03-04,29,20,0.032,0.037,0.4,0.006,11.4,0,2.5,50,52.6
2019-03-05,89,65,0.04,0.051,0.6,0.01,12,,2.9,250,54.8
2019-03-06,83,71,0.031,0.048,0.6,0.01,10.7,1.1,1.7,320,67.3
2019-03-07,74,62,0.03,0.039,0.5,0.006,9.7,,2.4,50,58.4
2019-03-08,51,37,0.032,0.04,0.5,0.01,10.5,,3.2,200,61.9
2019-03-09,45,32,0.039,0.04,0.5,0.01,11.8,,3.8,230,58
2019-03-10,18,15,0.041,0.019,0.4,0.004,8.4,29.7,3.6,50,88.1
2019-03-11,35,26,0.039,0.028,0.5,0.007,9.8,0,4.4,340,60.3
2019-03-12,56,39,0.042,0.026,0.5,0.005,9.4,0.1,4.7,250,53.1
2019-03-13,33,13,0.036,0.016,0.3,0.003,5.5,,4.9,290,30.6
2019-03-14,33,15,0.034,0.027,0.4,0.007,8,,3.8,270,31.9
2019-03-15,41,30,0.039,0.028,0.5,0.007,8.2,4,4.4,270,55.8
2019-03-16,24,19,0.04,0.018,0.4,0.006,7.7,,4.4,270,56.3
2019-03-17,36,23,0.042,0.019,0.4,0.007,9.9,,3,360,47.6
2019-03-18,42,26,0.029,0.047,0.5,0.009,11.5,,4,230,58.4
2019-03-19,45,28,0.03,0.046,0.4,0.011,13.9,,3,200,49
2019-03-20,78,53,0.02,0.064,0.6,0.013,13.8,33.7,2.8,200,70
2019-03-21,33,18,0.051,0.024,0.4,0.007,15.6,5.7,5.3,250,63.9
2019-03-22,55,50,0.046,0.028,0.5,0.004,9.4,,3.4,340,48.4
2019-03-23,29,17,0.047,0.014,0.4,0.003,7,,3.9,360,36.9
2019-03-24,23,17,0.045,0.014,0.4,0.005,6.9,,4.6,270,44.8
2019-03-25,51,36,0.044,0.032,0.4,0.007,8.7,,4.3,250,41.6
2019-03-26,70,51,0.043,0.043,0.5,0.01,13.6,,2.8,270,44.8
2019-03-27,66,39,0.064,0.031,0.5,0.007,14.8,,7.2,250,48.5
2019-03-28,55,32,0.034,0.037,0.4,0.009,12.8,,2.8,90,67.4
2019-03-29,56,32,0.036,0.038,0.4,0.008,13.9,,2.9,200,73.4
2019-03-30,51,32,0.047,0.023,0.4,0.007,11.6,1.1,4,290,61.8
2019-03-31,30,21,0.049,0.009,0.4,0.003,7.7,,4.9,290,37.6
2019-04-01,27,17,0.045,0.016,0.4,0.003,7.7,,2.7,360,31
2019-04-02,30,19,0.049,0.021,0.4,0.005,9.4,,3.6,360,39.1
2019-04-03,34,20,0.046,0.029,0.4,0.007,9.8,,4.2,340,32
2019-04-04,45,24,0.053,0.027,0.4,0.01,12.1,,4.3,230,32.9
2019-04-05,58,34,0.05,0.035,0.5,0.008,13.9,,5.8,270,48.4
2019-04-06,77,30,0.035,0.042,0.4,0.011,14.4,,2.7,200,59
2019-04-07,75,40,0.039,0.036,0.5,0.009,12.4,13.2,2.1,70,76.4
2019-04-08,61,37,0.036,0.035,0.5,0.009,13.1,,3.1,230,65.1
2019-04-09,25,10,0.034,0.027,0.3,0.004,11.2,8.3,4.5,50,59.1
2019-04-10,10,5,0.032,0.023,0.3,0.003,9.7,6.9,4,50,74.4
2019-04-11,13,6,0.023,0.034,0.4,0.004,10.2,,2.3,50,61.3
2019-04-12,34,25,0.026,0.041,0.4,0.006,11.8,2.5,2.6,290,59.1
2019-04-13,58,32,0.031,0.044,0.5,0.009,13.5,,3,200,51
2019-04-14,34,22,0.049,0.02,0.4,0.006,13.3,0,4.4,270,50.9
2019-04-15,56,23,0.032,0.037,0.4,0.01,12.7,,3.6,200,40.3
2019-04-16,69,33,0.015,0.068,0.5,0.024,16,,2.3,200,37
2019-04-17,49,23,0.04,0.042,0.4,0.011,18,,3.9,270,43.5
2019-04-18,39,20,0.042,0.035,0.3,0.016,16.4,,5.2,270,60.8
2019-04-19,49,21,0.031,0.035,0.4,0.007,13.8,,3.3,50,61.4
2019-04-20,43,19,0.039,0.031,0.3,0.015,14.4,,2.9,50,61
2019-04-21,76,47,0.032,0.054,0.5,0.032,17.2,,2.5,200,65.4
2019-04-22,47,26,0.029,0.044,0.4,0.009,17.1,,2.8,90,62.5
2019-04-23,40,22,0.022,0.048,0.4,0.013,16.2,7.3,2.1,70,73.4
2019-04-24,27,20,0.015,0.038,0.4,0.012,16.8,16.1,2.1,70,95.1
2019-04-25,60,23,0.027,0.033,0.4,0.005,14.8,0.1,2.8,50,73
2019-04-26,22,12,0.022,0.032,0.4,0.006,11.3,5.3,2.4,50,86.8
2019-04-27,18,7,0.038,0.02,0.3,0.008,12.1,,2.8,20,58.4
2019-04-28,18,9,0.031,0.025,0.4,0.007,13.2,,1.8,110,58.3
2019-04-29,16,11,0.017,0.039,0.4,0.003,13,25.3,2.6,50,87.9
2019-04-30,27,17,0.024,0.032,0.4,0.007,15.6,0,2.1,50,83.5
2019-05-01,55,32,0.032,0.033,0.4,0.015,17,,2.9,290,72.1
2019-05-02,92,35,0.041,0.043,0.5,0.015,17.6,,3.8,200,54.8
2019-05-03,60,25,0.029,0.052,0.5,0.017,19.1,,2.4,110,41.9
2019-05-04,70,42,0.047,0.066,0.6,0.026,19.1,,1.8,200,53
2019-05-05,63,41,0.048,0.043,0.5,0.019,19.6,,3.8,250,51.5
2019-05-06,49,23,0.037,0.033,0.4,0.01,16.6,0,3.3,50,55.4
2019-05-07,26,11,0.037,0.022,0.3,0.006,15.2,,3.9,340,49
2019-05-08,45,21,0.062,0.039,0.4,0.016,17.3,,4.3,290,36
2019-05-09,54,24,0.058,0.036,0.4,0.013,18.6,,3.7,200,37.4
2019-05-10,63,37,0.053,0.062,0.5,0.021,19,,2.5,200,38.6
2019-05-11,63,43,0.035,0.069,0.5,0.025,19.5,,2.2,,42.4
2019-05-12,45,26,0.074,0.027,0.4,0.008,20.2,,2.5,70,43.5
2019-05-13,49,30,0.046,0.037,0.4,0.011,17.8,,2.8,110,67.1
2019-05-14,48,32,0.03,0.041,0.4,0.018,20.5,0,3.2,200,72.6
2019-05-15,37,26,0.028,0.05,0.4,0.021,21.6,,1.5,90,60.1
2019-05-16,41,29,0.027,0.055,0.4,0.02,21.7,,1.7,70,62
2019-05-17,36,22,0.036,0.037,0.4,0.01,21.1,0,2.4,90,65.5
2019-05-18,18,10,0.041,0.024,0.3,0.006,17.7,37.1,3.6,70,86.9
2019-05-19,24,11,0.035,0.022,0.3,0.01,19.4,8.4,2.8,50,83.1
2019-05-20,31,15,0.04,0.021,0.3,0.009,19,1.1,4.1,230,66.8
2019-05-21,37,12,0.045,0.025,0.4,0.008,17.9,,3.7,270,45.5
2019-05-22,60,24,0.067,0.033,0.5,0.011,19.7,,4.1,200,51.1
2019-05-23,87,45,0.061,0.046,0.5,0.015,19.3,,3.5,200,71.4
2019-05-24,86,48,0.056,0.052,0.5,0.013,20.9,,3.2,200,68.5
2019-05-25,63,36,0.069,0.039,0.5,0.011,23.4,,3.4,230,53.5
2019-05-26,41,24,0.044,0.031,0.4,0.015,22,,3.5,230,65.4
2019-05-27,35,18,0.046,0.017,0.3,0.009,19.3,28.4,6.6,230,93.9
2019-05-28,21,11,0.036,0.028,0.4,0.011,18,,2.9,110,58.9
2019-05-29,39,19,0.041,0.044,0.4,0.016,20.6,,3.8,270,46.1
2019-05-30,36,17,0.048,0.04,0.4,0.016,22.5,,3.6,200,34.4
2019-05-31,26,14,0.063,0.024,0.3,0.008,18.4,1.1,4.1,230,59.9
2019-06-01,32,21,0.059,0.027,0.4,0.011,19.8,,2.9,200,60.9
2019-06-02,36,26,0.041,0.043,0.4,0.018,20.9,,2.6,200,53.8
2019-06-03,57,37,0.041,0.051,0.5,0.018,21.3,,2.9,200,54.9
2019-06-04,52,41,0.024,0.05,0.4,0.019,23.4,,2.5,200,63.4
2019-06-05,47,32,0.035,0.044,0.4,0.02,23.9,,2.4,110,58.9
2019-06-06,55,42,0.033,0.043,0.4,0.022,22.1,28,2.4,200,75.9
2019-06-07,16,11,0.048,0.031,0.3,0.008,18.7,45.7,2.5,50,91.1
2019-06-08,32,20,0.046,0.025,0.2,0.008,19.1,,2.3,90,76.3
2019-06-09,23,14,0.045,0.013,0.2,0.007,18.5,,2.9,50,70.8
2019-06-10,23,11,0.034,0.024,0.3,0.005,18.8,,2.9,50,67
2019-06-11,22,11,0.031,0.026,0.3,0.006,18.5,0,2.5,50,70.4
2019-06-12,26,18,0.029,0.028,0.3,0.01,19.1,,2.4,50,71.4
2019-06-13,23,15,0.024,0.028,0.3,0.01,19.6,,2.2,110,74.4
2019-06-14,28,18,0.023,0.038,0.4,0.007,19.6,9.2,2,50,82.5
2019-06-15,25,16,0.047,0.026,0.3,0.014,20.6,1,2.7,90,74.1
2019-06-16,24,16,0.04,0.021,0.4,0.013,20.1,,2.4,110,75.6
2019-06-17,25,13,0.031,0.025,0.3,0.013,20.8,,3.4,200,75
2019-06-18,41,27,0.037,0.037,0.4,0.016,21.7,0.2,3.5,250,75.6
2019-06-19,54,43,0.051,0.044,0.5,0.027,23.4,,2.5,200,71.4
2019-06-20,65,52,0.052,0.046,0.5,0.018,24.3,,3.5,200,67.1
2019-06-21,50,38,0.04,0.038,0.4,0.019,23.3,,3.3,200,71.6
2019-06-22,22,12,0.045,0.017,0.3,0.007,21.3,,3.2,50,66.9
2019-06-23,16,8,0.04,0.016,0.3,0.008,20.9,,2.3,70,68.4
2019-06-24,17,10,0.033,0.026,0.3,0.009,20.9,,2.4,110,71
2019-06-25,21,13,0.032,0.031,0.3,0.008,21.9,,2.2,110,71.3
2019-06-26,18,15,0.012,0.038,0.4,0.009,20.9,112.5,2.2,70,86.6
2019-06-27,20,17,0.01,0.023,0.3,0.024,22.4,36.5,2.6,200,96
2019-06-28,23,16,0.026,0.027,0.3,0.013,22.2,,2,70,88.4
2019-06-29,23,18,0.024,0.028,0.4,0.01,21.4,91,2.7,200,94.8
2019-06-30,22,17,0.038,0.021,0.4,0.014,23.3,0.2,3.1,200,86.9
2019-07-01,47,36,0.025,0.039,0.5,0.02,23.1,0,2.9,200,88.6
2019-07-02,38,29,0.043,0.03,0.4,0.014,23.4,,2.9,200,81.6
2019-07-03,44,37,0.023,0.04,0.4,0.029,21.9,,1.9,200,91.1
2019-07-04,60,48,0.046,0.051,0.5,0.022,24.2,,2.1,200,75.8
2019-07-05,51,43,0.028,0.054,0.5,0.022,23.8,,1.7,70,70.3
2019-07-06,32,19,0.051,0.018,0.4,0.007,24.3,,3.2,50,65.9
2019-07-07,23,12,0.047,0.013,0.3,0.006,23,,3.5,50,66.1
2019-07-08,21,11,0.036,0.022,0.3,0.005,22.2,0,3,50,72
2019-07-09,21,11,0.032,0.02,0.3,0.004,22.2,,3.2,50,71.8
2019-07-10,13,9,0.03,0.019,0.3,0.003,21.7,35.1,3.7,50,87.8
2019-07-11,22,13,0.03,0.026,0.4,0.013,23.8,4.5,3.9,200,85.4
2019-07-12,28,15,0.029,0.031,0.4,0.022,24.1,,2.7,200,77.4
2019-07-13,24,18,0.03,0.031,0.3,0.016,22.3,0,2.2,200,83.5
2019-07-14,26,20,0.042,0.026,0.4,0.015,23.6,,2.3,90,74.8
2019-07-15,27,20,0.025,0.032,0.4,0.008,23.6,,2.2,90,78.4
2019-07-16,22,15,0.027,0.024,0.3,0.006,23.8,,2.6,50,77.5
2019-07-17,17,12,0.03,0.022,0.3,0.005,23.8,2.8,2.6,50,79.3
2019-07-18,16,15,0.017,0.035,0.4,0.007,22.3,38.5,1.6,50,97.1
2019-07-19,23,18,0.006,0.026,0.4,0.015,23.1,57.7,2.3,70,98.4
2019-07-20,17,8,0.022,0.006,0.3,0.005,23.4,172.2,6.3,200,98.8
2019-07-21,31,20,0.038,0.02,0.3,0.013,23.6,38.4,6.8,230,94.4
2019-07-22,42,33,0.02,0.036,0.4,0.046,25.8,,4.6,250,88.1
2019-07-23,29,21,0.016,0.023,0.4,0.02,26.6,,5,200,86.3
2019-07-24,22,15,0.012,0.021,0.3,0.015,26,0,4.4,230,89.1
2019-07-25,26,21,0.015,0.022,0.3,0.016,25.6,0.1,4.6,230,95.6
2019-07-26,28,21,0.014,0.021,0.3,0.028,25.8,0,5.6,230,96.1
2019-07-27,26,19,0.014,0.019,0.3,0.011,25.9,7.3,4.6,250,98.5
2019-07-28,18,13,0.02,0.012,0.3,0.015,26.9,,6.5,230,90.1
2019-07-29,23,18,0.009,0.018,0.3,0.011,27,2.3,4.6,250,88.8
2019-07-30,21,13,0.01,0.017,0.3,0.015,27.7,,4.9,230,87.8
2019-07-31,21,13,0.011,0.017,0.3,0.022,28,,5.1,250,83
2019-08-01,19,11,0.015,0.016,0.3,0.013,28.1,,4.3,270,81.9
2019-08-02,30,24,0.035,0.039,0.4,0.02,29.4,,2.2,90,72.5
2019-08-03,29,22,0.033,0.027,0.3,0.016,28.9,,2.3,70,72.4
2019-08-04,26,20,0.022,0.024,0.3,0.018,28.8,,2.3,110,68.1
2019-08-05,33,23,0.016,0.036,0.4,0.016,28.8,,2.3,90,66.1
2019-08-06,22,14,0.024,0.018,0.3,0.003,25.8,72.5,4,50,86.5
2019-08-07,29,19,0.02,0.026,0.3,0.017,27.5,1.2,4.9,200,86.4
2019-08-08,36,27,0.014,0.028,0.3,0.022,28.7,,2.4,200,77.9
2019-08-09,32,22,0.013,0.028,0.3,0.017,28.9,,1.6,110,76.6
2019-08-10,23,13,0.028,0.016,0.3,0.008,28.3,,2.8,70,77
2019-08-11,15,11,0.034,0.01,0.3,0.006,28,,3,70,79.9
2019-08-12,23,13,0.013,0.019,0.3,0.012,29.3,,2.7,200,78
2019-08-13,21,11,0.019,0.022,0.3,0.007,30.6,,2.8,50,66.6
2019-08-14,27,14,0.025,0.018,0.3,0.004,29.4,0.2,4.1,50,74.1
2019-08-15,8,6,0.02,0.012,0.3,0.003,27.4,6.2,3.2,50,86
2019-08-16,22,13,0.039,0.023,0.4,0.007,28.2,,5.6,270,76
2019-08-17,35,23,0.054,0.019,0.5,0.01,27.2,,4.3,250,73.9
2019-08-18,54,44,0.059,0.021,0.5,0.015,27.3,,3.8,250,82.9
2019-08-19,59,46,0.039,0.036,0.5,0.009,27.2,,2.2,110,78.3
2019-08-20,37,25,0.038,0.024,0.4,0.005,26.8,,3.1,50,74.3
2019-08-21,28,20,0.026,0.032,0.4,0.013,26.6,23,2.4,50,85.6
2019-08-22,21,10,0.012,0.019,0.3,0.009,26.1,45.1,5.9,230,94.8
2019-08-23,43,29,0.025,0.032,0.5,0.011,25.5,0,2.4,270,76.4
2019-08-24,31,21,0.051,0.02,0.5,0.006,25,0,2.4,320,64.1
2019-08-25,30,19,0.038,0.025,0.5,0.011,24.3,0,2.2,230,71.9
2019-08-26,35,25,0.043,0.035,0.5,0.011,25.2,,2.2,140,75.6
2019-08-27,18,14,0.022,0.029,0.4,0.006,23.5,4.7,2,50,95.6
2019-08-28,34,23,0.017,0.033,0.4,0.016,24.1,2.2,2.1,70,93.8
2019-08-29,31,23,0.024,0.03,0.4,0.008,23.1,1.2,2.9,270,89.1
2019-08-30,32,20,0.04,0.026,0.4,0.007,24.6,,3.3,270,72.5
2019-08-31,27,17,0.05,0.024,0.4,0.01,24.4,,3.1,230,66.4
2019-09-01,34,27,0.039,0.033,0.4,0.011,23.7,2.3,1.5,70,82.4
2019-09-02,19,18,0.016,0.039,0.4,0.005,21.4,40.4,1.7,70,98.6
2019-09-03,18,13,0.005,0.027,0.4,0.006,23,5.8,1.7,70,95.3
2019-09-04,24,16,0.006,0.03,0.3,0.011,24.5,1.3,1.8,70,93.3
2019-09-05,40,27,0.008,0.039,0.4,0.018,26.5,,1.8,90,88.6
2019-09-06,25,12,0.01,0.02,0.3,0.009,27,0,2.8,70,84.8
2019-09-07,22,9,0.015,0.01,0.2,0.007,26,12.3,6.5,250,88.1
2019-09-08,29,18,0.007,0.031,0.3,0.019,25.3,1.3,2,200,91.8
2019-09-09,34,22,0.007,0.038,0.4,0.019,27,,1.8,90,85.3
2019-09-10,36,22,0.017,0.03,0.3,0.023,26.7,,3.4,200,87
2019-09-11,27,20,0.016,0.03,0.3,0.013,25.1,13.4,2.6,50,87.6
2019-09-12,13,6,0.028,0.012,0.3,0.004,21.6,3.9,3.8,50,79.9
2019-09-13,11,3,0.029,0.006,0.3,0.004,23.2,,3.1,50,67.6
2019-09-14,22,10,0.019,0.022,0.3,0.018,23.8,,1.9,200,73.9
2019-09-15,21,12,0.023,0.02,0.3,0.011,24.9,,2.3,50,71.4
2019-09-16,18,5,0.023,0.021,0.3,0.004,23.4,,2.8,50,65.5
2019-09-17,24,6,0.026,0.023,0.3,0.004,22.9,,3.5,50,60.3
2019-09-18,25,10,0.023,0.031,0.3,0.007,22.9,,2.3,20,60
2019-09-19,31,8,0.02,0.026,0.3,0.004,21.6,,3.3,50,58.1
2019-09-20,22,5,0.02,0.027,0.3,0.004,21.5,0.3,3.7,90,66.1
2019-09-21,8,4,0.028,0.016,0.3,0.003,18.2,30.4,4.1,50,93.3
2019-09-22,3,2,0.03,0.006,0.3,0.003,18.2,81.6,7.4,50,95.6
2019-09-23,16,11,0.015,0.045,0.4,0.004,17.9,2.5,2.5,290,91.1
2019-09-24,22,12,0.015,0.04,0.4,0.012,19.4,,2.3,340,70.5
2019-09-25,21,10,0.017,0.035,0.4,0.005,20.4,,1.9,50,69.4
2019-09-26,27,10,0.025,0.032,0.3,0.006,22.9,,2.8,50,74.1
