날짜,PM10,PM2.5,오존,이산화질소,일산화탄소,아황산가스,평균기온,강수량,풍속,풍향,상대습도
2021-01-30,66,21,0.031,0.024,0.5,0.004,3.1,,5.7,250,47
2021-01-31,54,26,0.026,0.032,0.5,0.003,8.7,,2.3,320,46.4
2021-02-01,42,23,0.034,0.023,0.5,0.004,10,22.9,5.5,250,82.8
2021-02-02,43,24,0.037,0.015,0.4,0.003,2.3,,3.2,270,31.4
2021-02-03,23,14,0.029,0.022,0.4,0.003,0.7,,3.2,270,42.8
2021-02-04,31,16,0.034,0.021,0.4,0.003,5.1,,3.7,270,37.5
2021-02-05,20,8,0.026,0.03,0.4,0.003,5.3,,3.7,250,33
2021-02-06,41,21,0.026,0.04,0.6,0.004,9.5,,3.9,250,54.3
2021-02-07,65,38,0.047,0.02,0.5,0.003,10.1,,2.8,270,53.1
2021-02-08,23,12,0.039,0.015,0.4,0.003,3.2,,3.4,320,21.9
2021-02-09,18,9,0.029,0.019,0.4,0.004,2.8,,3.6,270,28.6
2021-02-10,41,25,0.029,0.034,0.5,0.004,6.6,,3.5,320,33.8
2021-02-11,47,32,0.032,0.029,0.5,0.004,8.3,,2.2,50,56.3
2021-02-12,41,27,0.026,0.03,0.6,0.004,10.7,,1.7,70,59.1
2021-02-13,40,28,0.024,0.041,0.6,0.004,12.6,,1.6,20,52.6
2021-02-14,34,22,0.01,0.042,0.6,0.003,11.9,17.3,1.1,50,92.6
2021-02-15,23,15,0.031,0.018,0.4,0.003,8.1,0.6,5.4,270,57.4
2021-02-16,19,10,0.034,0.017,0.4,0.003,2,,4.9,270,40.1
2021-02-17,19,9,0.034,0.011,0.4,0.003,-3.2,,5.8,270,32.4
2021-02-18,23,12,0.031,0.015,0.4,0.004,-2.4,,3.4,270,40.5
2021-02-19,29,15,0.034,0.02,0.4,0.004,4.3,,4.7,250,44.1
2021-02-20,54,24,0.044,0.027,0.5,0.004,11.8,,5.9,250,66.4
2021-02-21,49,25,0.051,0.019,0.5,0.004,14.6,,5.7,250,58.6
2021-02-22,44,18,0.036,0.033,0.4,0.004,15.2,,5.3,250,57.6
2021-02-23,25,8,0.028,0.032,0.4,0.003,8.4,,2.7,320,33.1
2021-02-24,29,12,0.017,0.038,0.4,0.003,7.8,,2.3,50,46.5
2021-02-25,26,11,0.017,0.039,0.4,0.004,8.8,2,2.4,50,69.6
2021-02-26,19,7,0.032,0.023,0.4,0.003,9.1,6.7,4.6,50,69.8
2021-02-27,23,8,0.039,0.015,0.3,0.003,7.4,,5.6,50,60
2021-02-28,21,7,0.029,0.026,0.4,0.003,10.5,,2.6,50,71.9
2021-03-01,25,10,0.018,0.033,0.5,0.004,12.4,37.8,3.6,200,90.3
2021-03-02,9,5,0.027,0.023,0.4,0.003,4.5,10,3.4,50,71.3
2021-03-03,25,9,0.02,0.034,0.4,0.003,6.1,,2.8,50,58.3
2021-03-04,31,12,0.009,0.046,0.5,0.004,9.2,6.3,1.4,50,77.3
2021-03-05,27,14,0.016,0.037,0.5,0.004,12.5,2.1,2.6,50,81.1
2021-03-06,32,16,0.027,0.025,0.5,0.003,8.1,0,3.9,50,71.5
2021-03-07,16,6,0.036,0.016,0.4,0.004,6.5,,3,50,65.8
2021-03-08,25,13,0.019,0.035,0.5,0.004,8.4,,2.8,50,63.8
2021-03-09,26,14,0.025,0.034,0.4,0.003,9.7,,3,50,61.3
2021-03-10,53,28,0.029,0.032,0.5,0.003,10.3,,3.8,50,49.9
2021-03-11,35,13,0.02,0.041,0.4,0.004,11.5,0,2,50,66.5
2021-03-12,12,9,0.027,0.03,0.4,0.003,10,23.4,3.8,50,86
2021-03-13,46,26,0.04,0.023,0.5,0.003,10.9,,2.8,50,64
2021-03-14,46,29,0.036,0.026,0.5,0.003,12.3,,2.1,290,61
2021-03-15,53,33,0.026,0.042,0.6,0.003,12.9,,3.5,200,65.6
2021-03-16,48,17,0.033,0.033,0.5,0.003,15.2,2.5,3.3,230,75.4
2021-03-17,87,19,0.026,0.03,0.4,0.004,11.4,,3.6,50,61.3
2021-03-18,65,14,0.03,0.028,0.4,0.003,11.4,,4,50,64.5
2021-03-19,36,10,0.035,0.024,0.4,0.004,12.1,,4.5,50,60.4
2021-03-20,14,7,0.023,0.025,0.4,0.004,10.9,7.8,2.6,50,89.1
2021-03-21,27,15,0.042,0.009,0.4,0.003,10.1,0,3.6,270,53.6
2021-03-22,28,13,0.042,0.013,0.3,0.003,8.2,,4.1,270,32.6
2021-03-23,79,24,0.04,0.027,0.4,0.004,10.7,,4.5,250,45.6
2021-03-24,61,17,0.043,0.028,0.4,0.004,12.8,,4.4,250,58.8
2021-03-25,43,18,0.041,0.038,0.4,0.007,14.7,,2.8,230,49
2021-03-26,59,27,0.032,0.054,0.5,0.005,15.8,,2.6,70,48.1
2021-03-27,46,16,0.028,0.033,0.4,0.004,14.8,14.5,3.3,50,77.1
2021-03-28,19,10,0.044,0.018,0.4,0.004,15.5,23.1,5.7,200,72.8
2021-03-29,468,107,0.039,0.025,0.5,0.004,15.1,,5.1,250,54
2021-03-30,153,30,0.028,0.034,0.4,0.004,14.5,,2.4,270,38.6
2021-03-31,72,17,0.03,0.039,0.4,0.004,13.9,,2.6,50,61
2021-04-01,67,16,0.04,0.024,0.4,0.004,14.3,,4.8,50,54.4
2021-04-02,42,15,0.031,0.03,0.4,0.005,15.7,0,3.2,50,65.3
2021-04-03,41,18,0.02,0.035,0.4,0.003,16.4,39.5,2.2,50,84.9
2021-04-04,12,7,0.035,0.013,0.3,0.002,10.8,19.5,3.9,50,80.8
2021-04-05,19,9,0.034,0.023,0.3,0.003,11.1,,4,50,48.5
2021-04-06,25,13,0.027,0.037,0.4,0.003,12.8,,3,180,51.1
2021-04-07,39,19,0.044,0.03,0.3,0.003,15.9,,3.4,110,44.8
2021-04-08,37,19,0.033,0.038,0.3,0.003,14,,2.7,50,58.8
2021-04-09,26,11,0.03,0.026,0.3,0.002,12,,3.5,50,60.1
2021-04-10,14,7,0.035,0.018,0.3,0.002,11,,3.3,50,56.5
2021-04-11,12,6,0.035,0.018,0.3,0.002,13.7,,2.6,50,58.1
2021-04-12,20,12,0.019,0.038,0.4,0.002,14.2,24.1,2.8,50,84.4
2021-04-13,14,7,0.042,0.017,0.3,0.002,16.4,22.9,5.1,250,60.6
2021-04-14,23,13,0.036,0.033,0.3,0.002,10.7,,4.1,140,47.8
2021-04-15,35,18,0.027,0.046,0.3,0.003,12.6,,2.2,110,43.4
2021-04-16,30,15,0.03,0.036,0.3,0.003,14.7,,3.8,200,70.9
2021-04-17,57,19,0.038,0.023,0.3,0.003,15.1,,3.9,270,46.4
2021-04-18,25,9,0.041,0.012,0.3,0.002,12,,4,270,45.3
2021-04-19,35,14,0.048,0.024,0.3,0.003,15,,3,230,38.4
2021-04-20,52,24,0.055,0.038,0.4,0.003,17.6,,3.2,320,30.5
2021-04-21,68,31,0.023,0.073,0.5,0.004,18.6,,1.6,70,44.3
2021-04-22,50,20,0.033,0.048,0.4,0.003,19.7,0,2.3,50,35.9
2021-04-23,34,11,0.039,0.025,0.3,0.003,17,,3.8,70,45.3
2021-04-24,24,11,0.035,0.025,0.3,0.002,15.7,,3,90,64.4
2021-04-25,24,11,0.035,0.021,0.3,0.003,15.1,,3.5,50,59.4
2021-04-26,17,6,0.031,0.028,0.3,0.002,13.6,,3,50,53.4
2021-04-27,23,10,0.028,0.031,0.3,0.003,15.1,,2.9,200,70
2021-04-28,26,11,0.036,0.024,0.3,0.003,17.1,,4,250,74.1
2021-04-29,62,23,0.03,0.037,0.3,0.003,17.3,,2.9,250,57.4
2021-04-30,67,21,0.056,0.019,0.3,0.003,16.8,1.1,6.7,230,51.8
2021-05-01,18,10,0.046,0.012,0.3,0.002,12.2,11.5,4.7,270,69
2021-05-02,16,10,0.044,0.013,0.3,0.002,12.6,0.3,4.1,270,62.6
2021-05-03,18,9,0.034,0.029,0.3,0.002,15.5,,4.6,230,60.6
2021-05-04,21,10,0.036,0.023,0.3,0.002,16.4,18.5,5.2,230,85
2021-05-05,32,10,0.046,0.012,0.3,0.002,18.5,6,4.8,200,47.6
2021-05-06,54,14,0.028,0.04,0.3,0.003,17.1,,3,180,32.9
2021-05-07,57,19,0.042,0.026,0.3,0.002,17.4,,5.9,230,65.1
2021-05-08,216,71,0.039,0.021,0.3,0.002,17,,5.1,200,46.6
2021-05-09,96,30,0.048,0.02,0.3,0.002,17.9,,3.7,250,48.1
2021-05-10,27,10,0.025,0.039,0.3,0.003,17.5,,2.2,90,49.5
2021-05-11,23,9,0.036,0.028,0.2,0.003,16.4,,3.4,50,55
2021-05-12,31,11,0.038,0.026,0.2,0.004,18.5,,3.2,50,58
2021-05-13,28,12,0.026,0.038,0.3,0.004,19.7,,2.3,50,62.1
2021-05-14,29,16,0.018,0.043,0.3,0.003,19.4,,1.6,50,73.9
2021-05-15,19,12,0.012,0.036,0.2,0.003,18.8,22.9,2.5,50,94.8
2021-05-16,11,6,0.012,0.019,0.1,0.003,19.3,45.1,5.7,230,97.6
2021-05-17,18,10,0.015,0.042,0.2,0.003,14.7,2.2,2,70,96.6
2021-05-18,20,10,0.018,0.039,0.2,0.004,16.1,1.1,1.8,50,93.6
2021-05-19,43,24,0.038,0.04,0.3,0.004,19.3,,2.6,180,74.4
2021-05-20,25,15,0.018,0.043,0.3,0.003,16.9,25,2.3,50,90.5
2021-05-21,20,10,0.047,0.027,0.3,0.003,18.4,0.1,4.6,250,70.5
2021-05-22,23,12,0.051,0.024,0.2,0.003,19,,3.2,180,68
2021-05-23,44,26,0.037,0.048,0.3,0.005,21.5,,3,200,67.9
2021-05-24,39,23,0.033,0.05,0.3,0.004,18.8,1.2,3.4,200,77
2021-05-25,59,16,0.058,0.017,0.2,0.003,19.9,0,3.9,320,44.8
2021-05-26,44,13,0.036,0.036,0.2,0.004,17.9,0.5,3.5,230,47.4
2021-05-27,28,14,0.041,0.031,0.2,0.004,16.9,1.8,3.2,230,84.4
2021-05-28,51,23,0.042,0.036,0.3,0.004,17.6,3,4.9,230,80.4
2021-05-29,32,15,0.052,0.029,0.3,0.004,18.7,,3.8,180,65.1
2021-05-30,36,20,0.037,0.042,0.3,0.005,19.8,,2.2,90,65.9
2021-05-31,35,15,0.031,0.042,0.3,0.005,20.3,0,2.2,70,63
2021-06-01,36,14,0.029,0.042,0.2,0.006,21.2,,1.9,50,57.6
2021-06-02,50,20,0.023,0.055,0.3,0.005,21.4,,1.8,180,64.5
2021-06-03,40,21,0.009,0.052,0.3,0.005,19.2,24.4,1.6,50,91.8
2021-06-04,26,10,0.04,0.033,0.2,0.004,20.7,2.2,3.1,270,65.8
2021-06-05,44,20,0.061,0.027,0.3,0.005,20.2,,5.5,230,73.3
2021-06-06,39,19,0.062,0.025,0.2,0.004,20.9,,4.6,250,74.6
2021-06-07,44,16,0.032,0.046,0.2,0.005,21.6,,3.9,180,68.5
2021-06-08,38,19,0.037,0.05,0.3,0.008,23,,2.7,180,65.4
2021-06-09,40,20,0.043,0.048,0.3,0.006,23.1,,2.4,70,56.5
2021-06-10,46,26,0.032,0.047,0.3,0.008,22.4,0,2.1,50,71.6
2021-06-11,22,15,0.023,0.041,0.2,0.004,20.8,82.6,2.5,180,94.4
2021-06-12,11,9,0.014,0.04,0.3,0.004,20.9,73.4,1.9,70,98.4
2021-06-13,25,18,0.017,0.037,0.2,0.006,22.8,0,1.5,90,89.1
2021-06-14,35,18,0.019,0.039,0.2,0.005,22.4,,2,70,85.6
2021-06-15,20,10,0.022,0.031,0.2,0.004,20.8,30,2.6,70,90.1
2021-06-16,18,10,0.041,0.022,0.2,0.004,20,13.5,3.9,70,86.6
2021-06-17,25,11,0.025,0.027,0.2,0.006,19.9,1.1,2.5,50,83.5
2021-06-18,26,16,0.018,0.035,0.3,0.005,20,5,2.4,200,91
2021-06-19,45,25,0.06,0.027,0.3,0.005,22.9,,2.2,180,73.1
2021-06-20,49,29,0.049,0.04,0.3,0.006,23,,2.6,180,72.9
2021-06-21,46,24,0.037,0.042,0.3,0.006,23.9,,2.9,270,61.6
2021-06-22,28,10,0.029,0.03,0.2,0.005,21.3,0.1,2.9,50,71.8
2021-06-23,25,8,0.028,0.025,0.2,0.005,21.1,,2.6,50,73.8
2021-06-24,21,10,0.027,0.033,0.2,0.008,21.7,,2.1,50,74.6
2021-06-25,29,16,0.025,0.044,0.2,0.006,22.2,,2,180,77.1
2021-06-26,25,16,0.027,0.043,0.2,0.006,23,0,1.6,180,75.4
2021-06-27,28,18,0.045,0.019,0.2,0.005,23.8,,2.8,50,69.6
2021-06-28,38,20,0.036,0.025,0.2,0.006,24.1,,2.9,50,70.9
2021-06-29,31,16,0.031,0.029,0.2,0.005,23.5,,2.5,50,73.8
2021-06-30,29,13,0.026,0.027,0.2,0.005,23.9,,2.7,50,73
2021-07-01,31,15,0.023,0.033,0.2,0.007,24.8,,2.6,50,66.8
2021-07-02,31,15,0.031,0.024,0.2,0.006,24.7,,3.2,50,69.6
2021-07-03,20,12,0.031,0.024,0.2,0.005,22.9,40.8,3.4,70,88.1
2021-07-04,21,9,0.036,0.017,0.2,0.005,23.9,66.2,7.7,200,87.5
2021-07-05,19,12,0.025,0.038,0.3,0.006,22.7,16.1,3.4,250,91
2021-07-06,15,6,0.016,0.021,0.2,0.004,23.4,121.3,6.6,230,96.3
2021-07-07,19,11,0.008,0.026,0.2,0.003,23.7,137.5,3.2,200,95.8
2021-07-08,21,14,0.018,0.035,0.2,0.003,23.7,0.7,2.5,70,92.3
2021-07-09,30,17,0.018,0.039,0.3,0.004,24.4,4.2,1.7,160,90.6
2021-07-10,31,18,0.038,0.03,0.3,0.003,25.3,,3.6,200,84.9
2021-07-11,25,12,0.036,0.023,0.2,0.003,26.2,,4.3,200,84.6
2021-07-12,29,14,0.022,0.023,0.2,0.004,27.2,,4.2,200,83.6
2021-07-13,20,8,0.012,0.018,0.1,0.004,27,,4.2,200,85.9
2021-07-14,19,8,0.011,0.017,0.1,0.004,27.5,,3.8,200,84.6
2021-07-15,20,10,0.011,0.023,0.2,0.004,27.3,,2.7,180,83
2021-07-16,31,16,0.024,0.032,0.2,0.004,27,0.1,2.3,70,79.4
2021-07-17,21,7,0.019,0.019,0.1,0.003,25.5,7.7,2.6,90,80.4
2021-07-18,14,8,0.022,0.016,0.1,0.003,26.3,,2.2,70,78.9
2021-07-19,23,12,0.017,0.025,0.2,0.004,26.8,1.1,1.8,70,80.8
2021-07-20,24,9,0.013,0.021,0.2,0.003,28.4,,2.4,50,69
2021-07-21,27,13,0.02,0.02,0.2,0.003,27.9,,2.9,70,70.9
2021-07-22,32,15,0.024,0.02,0.2,0.003,28,,2.8,50,73
2021-07-23,31,16,0.026,0.022,0.2,0.003,27.8,,2.6,50,74.9
2021-07-24,23,12,0.028,0.016,0.2,0.003,28.1,,2.4,50,72.6
2021-07-25,19,9,0.028,0.013,0.2,0.002,27.9,,2.6,70,72.3
2021-07-26,23,11,0.018,0.023,0.2,0.003,28.1,,2.8,90,70.3
2021-07-27,25,13,0.023,0.02,0.2,0.003,28.1,,2.7,50,74.1
2021-07-28,24,12,0.015,0.019,0.2,0.002,27.9,,2.4,50,73.1
2021-07-29,20,12,0.015,0.022,0.2,0.003,28.1,,2.3,180,71
2021-07-30,22,12,0.018,0.022,0.2,0.003,27.8,,3.8,250,74.3
2021-07-31,17,10,0.025,0.019,0.2,0.002,28,4.2,3.4,180,84.1
2021-08-01,26,18,0.038,0.019,0.3,0.003,29.1,,2.7,180,80.5
2021-08-02,19,10,0.016,0.018,0.2,0.003,29,,3.1,180,76.5
2021-08-03,25,14,0.014,0.02,0.2,0.003,28,,2.5,180,75.8
2021-08-04,26,19,0.022,0.025,0.2,0.003,29.4,,1.7,180,70.5
2021-08-05,26,16,0.022,0.026,0.2,0.002,29.8,,1.7,90,73.4
2021-08-06,26,14,0.024,0.025,0.2,0.002,30.4,,2.1,50,71.8
2021-08-07,22,16,0.023,0.02,0.2,0.003,29.7,0.8,2.1,90,72.5
2021-08-08,15,8,0.024,0.015,0.2,0.002,25.3,43.3,2.6,50,90.4
2021-08-09,18,7,0.028,0.017,0.2,0.002,26.3,2.1,3.3,320,77.9
2021-08-10,34,10,0.018,0.027,0.2,0.003,26.2,0.5,2.4,50,78.9
2021-08-11,31,13,0.023,0.026,0.3,0.002,26,0,2,180,82.4
2021-08-12,26,11,0.025,0.032,0.3,0.003,26.3,0.2,2.3,90,80.5
2021-08-13,20,9,0.026,0.028,0.2,0.002,25,1.6,2.4,50,84.8
2021-08-14,15,7,0.037,0.018,0.2,0.002,23.6,15,2.8,50,86.5
2021-08-15,19,9,0.032,0.009,0.2,0.002,24.7,0.2,2.7,50,77.1
2021-08-16,25,10,0.027,0.012,0.2,0.002,25,,3.2,50,73.4
2021-08-17,14,7,0.024,0.019,0.2,0.002,22.8,42.8,3.2,50,87.3
2021-08-18,21,9,0.033,0.027,0.3,0.002,23.4,4.1,2.9,50,82.1
2021-08-19,27,9,0.026,0.027,0.3,0.002,24.6,0,2.4,50,78.3
2021-08-20,24,11,0.019,0.037,0.3,0.002,25.5,,2.3,110,81.3
2021-08-21,24,10,0.027,0.02,0.2,0.002,23.8,99.1,6.4,230,93.4
2021-08-22,25,13,0.036,0.026,0.3,0.003,26.1,,4.3,250,83.9
2021-08-23,21,14,0.02,0.03,0.3,0.003,24,79.7,2.4,50,93.4
2021-08-24,36,14,0.019,0.021,0.2,0.002,25.5,36.1,7.7,230,93.1
2021-08-25,26,15,0.017,0.035,0.3,0.002,24.3,146.2,3.4,230,97.8
2021-08-26,41,21,0.021,0.044,0.3,0.003,26.4,0,2.8,180,82.4
2021-08-27,39,16,0.013,0.031,0.3,0.002,26.2,2.1,4.3,200,82.9
2021-08-28,24,14,0.026,0.029,0.3,0.003,26.7,6.3,3.2,180,82.5
2021-08-29,19,11,0.018,0.021,0.2,0.002,26.6,0.5,3.8,200,86
2021-08-30,37,21,0.017,0.045,0.3,0.004,26.4,0.5,2.2,70,78.1
2021-08-31,40,20,0.02,0.04,0.3,0.002,26,0.1,1.7,90,84.5
2021-09-01,28,14,0.015,0.028,0.3,0.003,24.9,23.1,3.8,200,86.6
2021-09-02,14,8,0.024,0.024,0.3,0.002,21.6,1.5,2.7,50,87
2021-09-03,20,7,0.025,0.02,0.3,0.002,22.1,0.8,3.2,50,81
2021-09-04,20,7,0.029,0.016,0.2,0.002,23,,2.7,50,73.5
2021-09-05,22,8,0.032,0.01,0.2,0.002,22.7,0,2.8,50,71.6
2021-09-06,30,8,0.024,0.022,0.2,0.001,23.1,2.5,3.1,50,79.4
2021-09-07,26,11,0.021,0.028,0.2,0.002,24.5,6.9,3.2,50,86
2021-09-08,20,10,0.028,0.024,0.3,0.003,24.4,0,2.5,90,76.9
2021-09-09,27,15,0.034,0.033,0.3,0.004,24.2,,1.8,110,76.1
2021-09-10,26,15,0.02,0.035,0.3,0.003,22.8,0.3,1.8,250,77.8
2021-09-11,29,17,0.038,0.03,0.3,0.004,24.9,,2.3,160,75.6
2021-09-12,29,16,0.043,0.022,0.3,0.003,24.9,,2.1,50,72.6
2021-09-13,31,10,0.029,0.021,0.2,0.002,23.6,,3.5,50,75.9
2021-09-14,14,8,0.018,0.025,0.2,0.002,21.5,12.5,3.4,50,93
2021-09-15,32,8,0.028,0.017,0.2,0.003,22.9,,4.8,70,69.6
2021-09-16,23,8,0.028,0.016,0.2,0.002,22.7,0,3.9,50,76
2021-09-17,10,5,0.03,0.013,0.2,0.002,20.3,50.1,4.2,70,90.4
2021-09-18,21,8,0.022,0.021,0.2,0.002,22.5,,2,50,71.8
2021-09-19,16,6,0.03,0.012,0.2,0.002,22.7,,2.7,50,72.5
2021-09-20,18,7,0.027,0.016,0.2,0.002,23.1,,2.6,50,79.4
2021-09-21,21,10,0.029,0.016,0.2,0.002,23,7.9,4.5,200,92.9
2021-09-22,27,16,0.046,0.016,0.4,0.003,23.1,4,,,80.9
2021-09-23,23,11,0.038,0.021,0.3,0.002,22.8,,2.2,160,60.8
2021-09-24,20,8,0.02,0.023,0.3,0.002,22.1,,2.6,50,70.5
2021-09-25,17,7,0.024,0.016,0.2,0.002,22.1,0.2,3.3,50,80.5
2021-09-26,15,5,0.03,0.01,0.2,0.002,21.7,,3.1,50,70.6
2021-09-27,17,6,0.022,0.021,0.2,0.002,21.8,0.1,3,70,73.3
2021-09-28,18,8,0.019,0.025,0.2,0.002,22.4,0,2.6,50,77.3
2021-09-29,23,13,0.015,0.028,0.3,0.003,24.2,18.1,3.1,230,88.6
2021-09-30,15,9,0.019,0.026,0.3,0.003,22.1,36.7,2.9,50,86.1
2021-10-01,21,11,0.023,0.03,0.3,0.003,22.2,,2.1,110,75.8
2021-10-02,40,25,0.035,0.031,0.4,0.003,23.3,,2,180,76.4
2021-10-03,38,24,0.033,0.03,0.4,0.003,23.5,,1.3,180,73.3
2021-10-04,37,19,0.029,0.028,0.3,0.004,24.5,,5.7,230,80.4
2021-10-05,29,15,0.022,0.032,0.3,0.004,24.4,,3.5,250,78.9
2021-10-06,29,16,0.02,0.03,0.3,0.004,23.4,,2.3,50,79.3
2021-10-07,24,15,0.02,0.032,0.3,0.003,23.4,,2.3,200,76.4
2021-10-08,26,16,0.02,0.028,0.3,0.004,23.3,0.2,2.1,50,77.9
2021-10-09,30,18,0.027,0.02,0.3,0.003,23.7,0.4,2.3,50,83.5
2021-10-10,28,16,0.021,0.024,0.3,0.004,24.9,,3,230,82.1
2021-10-11,13,8,0.021,0.02,0.3,0.004,21.1,1.6,3.5,50,85.1
2021-10-12,13,5,0.024,0.018,0.2,0.003,18.6,0.1,4.1,50,80.6
2021-10-13,15,6,0.023,0.021,0.2,0.002,19.9,0,3.4,50,75
2021-10-14,22,9,0.022,0.032,0.3,0.002,21.4,,2.4,50,73
2021-10-15,29,15,0.019,0.033,0.3,0.002,21.9,0,2,50,72.8
2021-10-16,11,6,0.028,0.013,0.3,0.001,14.7,8.5,2.4,320,71.6
2021-10-17,21,7,0.029,0.009,0.2,0.001,10.2,,3.4,320,45.9
2021-10-18,23,10,0.019,0.028,0.3,0.001,13.6,,1.8,320,50
2021-10-19,24,13,0.03,0.021,0.3,0.001,14.4,,2.9,320,46.4
2021-10-20,23,13,0.022,0.025,0.3,0.001,13.7,0,2.5,320,61.4
2021-10-21,14,9,0.012,0.032,0.3,0.001,12.6,7.4,2.4,50,84.9
2021-10-22,24,15,0.03,0.02,0.3,0.001,13.2,,3.6,320,61.4
2021-10-23,17,8,0.025,0.022,0.3,0.001,15.1,,2.3,50,59.4
2021-10-24,17,9,0.02,0.026,0.3,0.001,15.8,,0.9,110,59.5
2021-10-25,27,13,0.017,0.041,0.3,0.002,16.7,,1.4,320,58.1
2021-10-26,36,21,0.028,0.033,0.3,0.002,15.9,,1.9,290,45.6
2021-10-27,57,34,0.034,0.038,0.4,0.002,17.1,,2.8,320,49
2021-10-28,35,14,0.025,0.028,0.3,0.002,16.9,,3.3,50,48.4
2021-10-29,23,7,0.024,0.023,0.3,0.002,15.9,,3.3,50,55.8
2021-10-30,19,9,0.022,0.024,0.3,0.002,16.6,,2.5,50,59.1
2021-10-31,20,12,0.024,0.027,0.3,0.002,17,,1.4,110,56.4
